term,suggested_category,similarity_score,is_seed,oov
hat_mr,General use,0.0,False,True
hat_man,General use,0.0,False,True
hat_head,General use,0.0,False,True
hat_eyes,General use,0.0,False,True
hat,Clothing and personal items,0.7726,True,False
harvest,Clothing and personal items,0.4701,False,False
harry,Clothing and personal items,0.3978,False,False
harm,Physical evidence,0.4974,False,False
hansom,Substances and poisons,0.1472,False,False
handwriting,Physical evidence,0.4046,True,False
hands_letter,General use,0.0,False,True
hands_blood,General use,0.0,False,True
hands,Injuries and body parts,0.2866,False,False
handkerchief_way,General use,0.0,False,True
handkerchief_round,General use,0.0,False,True
handkerchief_hand,General use,0.0,False,True
handkerchief,Clothing and personal items,0.7726,True,False
hand_word,General use,0.0,False,True
hand_weapon,General use,0.0,False,True
hand_time,General use,0.0,False,True
hand_throat,General use,0.0,False,True
hand_thought,General use,0.0,False,True
hand_thing,General use,0.0,False,True
hand_sleeve,General use,0.0,False,True
hand_side,General use,0.0,False,True
hand_room,General use,0.0,False,True
hand_revolver,General use,0.0,False,True
hand_pistol,General use,0.0,False,True
hand_one,General use,0.0,False,True
hand_miss,General use,0.0,False,True
hand_matter,General use,0.0,False,True
hand_lord,General use,0.0,False,True
hand_knife,General use,0.0,False,True
hand_heart,General use,0.0,False,True
hand_hand,General use,0.0,False,True
hand_eyes,General use,0.0,False,True
hand_evidence,General use,0.0,False,True
hand_doubt,General use,0.0,False,True
hand_door,General use,0.0,False,True
hand,Weapons and projectiles,0.858,False,False
hampshire,Clothing and personal items,0.3628,False,False
hammer,Weapons and projectiles,0.858,False,False
halt,Locations and environments,0.4178,False,False
halloa_,Clothing and personal items,0.1296,False,False
halloa,General use,0.0,False,True
hall_door,General use,0.0,False,True
hall,Detection and investigation terms,0.4853,False,False
halfsheet_paper,General use,0.0,False,True
half,Physical evidence,0.3631,False,False
hair_face,General use,0.0,False,True
hair_eyes,General use,0.0,False,True
hair_colour,General use,0.0,False,True
hair_beard,General use,0.0,False,True
hair,Injuries and body parts,0.4882,True,False
habits_years,General use,0.0,False,True
habits_house,General use,0.0,False,True
habits,Physical evidence,0.4636,False,False
habit,Physical evidence,0.4636,False,False
guns,Weapons and projectiles,0.8046,False,False
gun,Weapons and projectiles,0.8046,False,False
gum,Physical evidence,0.4225,False,False
guidance,Detection and investigation terms,0.5061,False,False
guess,Clothing and personal items,0.4523,False,False
guard,Weapons and projectiles,0.4847,False,False
grove,Clothing and personal items,0.3628,False,False
grounds,Detection and investigation terms,0.4853,False,False
ground,Clothing and personal items,0.3554,False,False
grip,Weapons and projectiles,0.858,False,False
grey,Clothing and personal items,0.4263,False,False
gregson_scotland,General use,0.0,False,True
gregson_lestrade,General use,0.0,False,True
gregson,Locations and environments,0.0675,False,False
green,Clothing and personal items,0.502,False,False
greek_interpreter,General use,0.0,False,True
gravel,Clothing and personal items,0.4176,False,False
grave,Weapons and projectiles,0.3575,False,False
gratitude,Crime scene objects,0.3933,False,False
grasses,Clothing and personal items,0.448,False,False
grass_side,General use,0.0,False,True
grass_plot,General use,0.0,False,True
grass_path,General use,0.0,False,True
grass_feet,General use,0.0,False,True
grass,Clothing and personal items,0.7726,False,False
grains,Clothing and personal items,0.5375,False,False
grain,Clothing and personal items,0.5375,False,False
grace,Locations and environments,0.2872,False,False
government,Detection and investigation terms,0.3772,False,False
goodevening_mr,General use,0.0,False,True
goodbye,Crime scene objects,0.3385,False,False
good,Physical evidence,0.4912,False,False
golf,Clothing and personal items,0.3628,False,False
gold_fields,General use,0.0,False,True
gold,Clothing and personal items,0.249,False,False
gods,Physical evidence,0.3546,False,False
godfrey,Substances and poisons,0.0858,False,False
god_judge,General use,0.0,False,True
god,Clothing and personal items,0.2046,False,False
gloves_shoes,General use,0.0,False,True
gloves,Weapons and projectiles,0.7421,False,False
glove,Weapons and projectiles,0.858,True,False
gloss,Physical evidence,0.4146,False,False
gloom,Substances and poisons,0.2919,False,False
glimpse_face,General use,0.0,False,True
glimpse,Clothing and personal items,0.254,False,False
gleam,Substances and poisons,0.1014,False,False
glasses,Clothing and personal items,0.3213,False,False
glass,Clothing and personal items,0.1616,False,False
glance,Clothing and personal items,0.2092,False,False
girl_face,General use,0.0,False,True
girl,Clothing and personal items,0.2542,False,False
gesture,Crime scene objects,0.3933,False,False
german,Crime scene objects,0.3226,False,False
george,Clothing and personal items,0.3978,False,False
gentlemen,Crime scene objects,0.3127,False,False
gentleman_hat,General use,0.0,False,True
gentleman,Crime scene objects,0.3127,False,False
genius_way,General use,0.0,False,True
genius,Clothing and personal items,0.3695,False,False
generosity,Crime scene objects,0.3933,False,False
generation,Detection and investigation terms,0.4603,False,False
general,Physical evidence,0.5728,False,False
gems,Clothing and personal items,0.254,False,False
gathering,Clothing and personal items,0.4701,False,False
gateway,Clothing and personal items,0.1713,False,False
gates,Detection and investigation terms,0.3868,False,False
gate_garden,General use,0.0,False,True
gate,Weapons and projectiles,0.348,False,False
gas,Physical evidence,0.4768,False,False
garret,Substances and poisons,0.1868,False,False
gardens,Substances and poisons,0.2222,False,False
garden_window,General use,0.0,False,True
garden_wall,General use,0.0,False,True
garden_walk,General use,0.0,False,True
garden_path,General use,0.0,False,True
garden_night,General use,0.0,False,True
garden_house,General use,0.0,False,True
garden_gate,General use,0.0,False,True
garden_attention,General use,0.0,False,True
garden,Clothing and personal items,0.502,False,False
garcia,Clothing and personal items,0.1802,False,False
gangs,Substances and poisons,0.3997,False,False
gang,Crime scene objects,0.3864,False,False
game_word,General use,0.0,False,True
game_point,General use,0.0,False,True
game,Physical evidence,0.4912,False,False
future,Detection and investigation terms,0.4624,False,False
furniture_room,General use,0.0,False,True
furniture,Crime scene objects,0.5128,True,False
fumes,Substances and poisons,0.6345,False,False
fugitives,Locations and environments,0.5878,False,False
fruits,Clothing and personal items,0.4395,False,False
front,Physical evidence,0.4547,False,False
fringe_grass,General use,0.0,False,True
friends,Detection and investigation terms,0.2825,False,False
friend_information,General use,0.0,False,True
friend,Clothing and personal items,0.3012,False,False
frank,Clothing and personal items,0.3759,False,False
fortunes,Detection and investigation terms,0.3523,False,False
fortune,Detection and investigation terms,0.4129,False,False
forrester,Substances and poisons,0.1551,False,False
forms,Physical evidence,0.6605,False,False
form,Physical evidence,0.5728,False,False
forgery_case,General use,0.0,False,True
foresight,Detection and investigation terms,0.5106,False,False
forehead,Injuries and body parts,0.2866,False,False
force,Weapons and projectiles,0.4847,False,False
footsteps,Locations and environments,0.2722,False,False
footmarks,General use,0.0,False,True
foot,Injuries and body parts,0.3412,False,False
foolscap_paper,General use,0.0,False,True
food,Clothing and personal items,0.5099,False,False
folk,Clothing and personal items,0.3383,False,False
foil,Crime scene objects,0.6618,False,False
fog,Weapons and projectiles,0.348,False,False
foaming,Physical evidence,0.39,False,False
fluid,Injuries and body parts,0.6878,False,False
flow,Physical evidence,0.5548,False,False
floor_blood,General use,0.0,False,True
floor,Physical evidence,0.4547,False,False
flint,Weapons and projectiles,0.7421,False,False
flight,Clothing and personal items,0.3951,False,False
flesh_blood,General use,0.0,False,True
flesh,Clothing and personal items,0.5099,False,False
flash,Clothing and personal items,0.3159,False,False
flag,Clothing and personal items,0.4581,False,False
fit,Physical evidence,0.3803,False,False
fire,Locations and environments,0.5392,False,False
finish,Physical evidence,0.4146,False,False
fingers,Injuries and body parts,0.2866,False,False
finger,Clothing and personal items,0.3138,False,False
figures,Detection and investigation terms,0.3796,False,False
figure,Physical evidence,0.401,False,False
fields_road,General use,0.0,False,True
fields,Clothing and personal items,0.448,False,False
field_inquiry_man,General use,0.0,False,True
field_inquiry,General use,0.0,False,True
field,Clothing and personal items,0.4662,False,False
fever,Substances and poisons,0.4861,False,False
ferrier,Substances and poisons,0.0929,False,False
fellows,Detection and investigation terms,0.2825,False,False
fellow_house,General use,0.0,False,True
fellow,Detection and investigation terms,0.3474,False,False
feet_garden,General use,0.0,False,True
feet,Injuries and body parts,0.2866,False,False
feelings,Physical evidence,0.3373,False,False
feeling,Clothing and personal items,0.385,False,False
features_interest,General use,0.0,False,True
features_face,General use,0.0,False,True
features_deductions,General use,0.0,False,True
features,Physical evidence,0.4363,False,False
feature_interest,General use,0.0,False,True
fears,Physical evidence,0.3373,False,False
fear,Physical evidence,0.3373,False,False
favour_theory,General use,0.0,False,True
favour,Detection and investigation terms,0.5204,False,False
fault,Detection and investigation terms,0.4267,False,False
fathers_place,General use,0.0,False,True
fathers,Clothing and personal items,0.2679,False,False
father_years,General use,0.0,False,True
father,Clothing and personal items,0.4223,False,False
fate,Detection and investigation terms,0.3444,False,False
fashion,Clothing and personal items,0.4263,False,False
farmhouse,Crime scene objects,0.5128,False,False
farmer,Clothing and personal items,0.4223,False,False
farm,Clothing and personal items,0.3857,False,False
farewell,Crime scene objects,0.6038,False,False
fancy,Clothing and personal items,0.4426,False,False
fan,Clothing and personal items,0.3679,False,False
family,Detection and investigation terms,0.2825,False,False
fall,Clothing and personal items,0.376,False,False
faith,Detection and investigation terms,0.3444,False,False
failures,Physical evidence,0.4236,False,False
facts_way,General use,0.0,False,True
facts_time,General use,0.0,False,True
facts_theories,General use,0.0,False,True
facts_note,General use,0.0,False,True
facts_importance,General use,0.0,False,True
facts_facts,General use,0.0,False,True
facts_course,General use,0.0,False,True
facts_case,General use,0.0,False,True
facts,Physical evidence,0.5728,False,False
factor_problem,General use,0.0,False,True
factor,Physical evidence,0.5548,False,False
fact_man,General use,0.0,False,True
fact,Physical evidence,0.4706,False,False
faces,Crime scene objects,0.3703,False,False
face_woman,General use,0.0,False,True
face_window,General use,0.0,False,True
face_wall,General use,0.0,False,True
face_tint,General use,0.0,False,True
face_time,General use,0.0,False,True
face_thing,General use,0.0,False,True
face_teeth,General use,0.0,False,True
face_tears,General use,0.0,False,True
face_surprise,General use,0.0,False,True
face_sleep,General use,0.0,False,True
face_sittingroom,General use,0.0,False,True
face_room,General use,0.0,False,True
face_revolver,General use,0.0,False,True
face_one,General use,0.0,False,True
face_nose,General use,0.0,False,True
face_night,General use,0.0,False,True
face_mouth,General use,0.0,False,True
face_manner,General use,0.0,False,True
face_look,General use,0.0,False,True
face_lips,General use,0.0,False,True
face_light,General use,0.0,False,True
face_lamp,General use,0.0,False,True
face_heart,General use,0.0,False,True
face_head,General use,0.0,False,True
face_features,General use,0.0,False,True
face_face_man,General use,0.0,False,True
face_face,General use,0.0,False,True
face_eyes,General use,0.0,False,True
face_excitement,General use,0.0,False,True
face_end,General use,0.0,False,True
face_effort,General use,0.0,False,True
face_disappointment,General use,0.0,False,True
face_day,General use,0.0,False,True
face_blood,General use,0.0,False,True
face_beard,General use,0.0,False,True
face_attention,General use,0.0,False,True
face,Injuries and body parts,0.4882,False,False
eyes_hand,General use,0.0,False,True
eyes_hair,General use,0.0,False,True
eyes_face,General use,0.0,False,True
eyes_cigarette,General use,0.0,False,True
eyes,Clothing and personal items,0.2704,False,False
eyebrows,Injuries and body parts,0.4882,False,False
eye_papers,General use,0.0,False,True
eye_paper,General use,0.0,False,True
eye_letter,General use,0.0,False,True
eye,Injuries and body parts,0.4882,False,False
extracts,Physical evidence,0.4768,False,False
expressions,Physical evidence,0.4147,False,False
expression_manner,General use,0.0,False,True
expression,Injuries and body parts,0.5531,False,False
explorer,Clothing and personal items,0.4222,False,False
explanations,Physical evidence,0.5728,False,False
explanation_time,General use,0.0,False,True
explanation_one,General use,0.0,False,True
explanation_facts,General use,0.0,False,True
explanation,Physical evidence,0.5728,False,False
expert,Detection and investigation terms,0.39,False,False
experiences,Injuries and body parts,0.4407,False,False
experience,Detection and investigation terms,0.4022,False,False
expedition,Weapons and projectiles,0.2591,False,False
expectancy,Injuries and body parts,0.5011,False,False
existence,Physical evidence,0.3546,False,False
exertion,Physical evidence,0.5923,False,False
exclamation,Physical evidence,0.3472,False,False
excitement,Physical evidence,0.4092,False,False
exceptions,Physical evidence,0.518,False,False
exception,Physical evidence,0.518,False,False
excellent,Physical evidence,0.4583,False,False
example_one,General use,0.0,False,True
example_observation,General use,0.0,False,True
example,Physical evidence,0.5728,False,False
examination,Detection and investigation terms,0.2766,False,False
evil,Clothing and personal items,0.3389,False,False
evidence_thing,General use,0.0,False,True
evidence_inspector,General use,0.0,False,True
evidence_hand,General use,0.0,False,True
evidence_garden,General use,0.0,False,True
evidence_effect,General use,0.0,False,True
evidence,Physical evidence,0.5728,True,False
events,Detection and investigation terms,0.1884,False,False
event_importance,General use,0.0,False,True
event,Detection and investigation terms,0.4853,False,False
evening_rambles,General use,0.0,False,True
evening,Clothing and personal items,0.3078,False,False
european,Clothing and personal items,0.4581,False,False
europe,Clothing and personal items,0.2786,False,False
estate,Detection and investigation terms,0.2658,False,False
escape,Locations and environments,0.4527,False,False
error,Physical evidence,0.4236,False,False
envelope_table,General use,0.0,False,True
envelope_hand,General use,0.0,False,True
envelope_address,General use,0.0,False,True
envelope,Crime scene objects,0.6618,True,False
entries,Detection and investigation terms,0.3883,False,False
english,Crime scene objects,0.3226,False,False
england_father,General use,0.0,False,True
england,Clothing and personal items,0.4232,False,False
engines,Physical evidence,0.3551,False,False
engine_work,General use,0.0,False,True
engine,Physical evidence,0.3551,False,False
energy,Detection and investigation terms,0.3571,False,False
enemys,Weapons and projectiles,0.4471,False,False
enemy,Weapons and projectiles,0.4471,False,False
enemies,Weapons and projectiles,0.4471,False,False
end_passage,General use,0.0,False,True
end_knife,General use,0.0,False,True
end_hand,General use,0.0,False,True
end_face,General use,0.0,False,True
end_cigarette,General use,0.0,False,True
end,Physical evidence,0.4912,False,False
enclosure,Detection and investigation terms,0.3868,False,False
emotion,Physical evidence,0.3373,False,False
embassy,Locations and environments,1.0,False,False
egg,Clothing and personal items,0.4872,False,False
effort,Physical evidence,0.525,False,False
efficiency,Detection and investigation terms,0.5695,False,False
effects_causes,General use,0.0,False,True
effects,Physical evidence,0.5301,False,False
effect_thing,General use,0.0,False,True
effect_facts,General use,0.0,False,True
effect,Physical evidence,0.5113,False,False
education,Detection and investigation terms,0.5061,False,False
edge,Physical evidence,0.4547,False,False
east,Clothing and personal items,0.4232,False,False
ease,Detection and investigation terms,0.4603,False,False
earth,Physical evidence,0.3124,False,False
ears,Injuries and body parts,0.395,False,False
ear,Injuries and body parts,0.395,False,False
eagle,Clothing and personal items,0.4581,False,False
dye,Physical evidence,0.4869,False,False
duty_inspector,General use,0.0,False,True
duty,Detection and investigation terms,0.4953,False,False
duties,Detection and investigation terms,0.4079,False,False
dusty,Clothing and personal items,0.7726,False,False
dust,Physical evidence,0.4146,False,False
duplicates,Physical evidence,0.315,False,False
duplicate,Physical evidence,0.315,False,False
duncan,Clothing and personal items,0.3978,False,False
dummy,Clothing and personal items,0.3122,False,False
duke,Clothing and personal items,0.3978,False,False
duel,Weapons and projectiles,0.5094,False,False
driver_house,General use,0.0,False,True
driver,Weapons and projectiles,0.2904,False,False
drive_house,General use,0.0,False,True
drive,Detection and investigation terms,0.4603,False,False
dressinggown_face,General use,0.0,False,True
dressinggown,General use,0.0,False,True
dress,Clothing and personal items,0.236,False,False
drains,Injuries and body parts,0.4185,False,False
dozen,Clothing and personal items,0.3695,False,False
doubt_crime,General use,0.0,False,True
doubt,Detection and investigation terms,0.4267,False,False
dots,Physical evidence,0.4869,False,False
dot,Physical evidence,0.4869,False,False
doorway,Clothing and personal items,0.2092,False,False
doors_windows,General use,0.0,False,True
doors_night,General use,0.0,False,True
doors,Detection and investigation terms,0.3868,False,False
door_windows,General use,0.0,False,True
door_room,General use,0.0,False,True
door_lock,General use,0.0,False,True
door_lawn,General use,0.0,False,True
door_hut,General use,0.0,False,True
door_hand,General use,0.0,False,True
door,Weapons and projectiles,0.3039,False,False
dogs,Clothing and personal items,0.248,False,False
dog,Clothing and personal items,0.248,False,False
document_question,General use,0.0,False,True
document_pocket,General use,0.0,False,True
document_importance,General use,0.0,False,True
document,Crime scene objects,0.6409,True,False
doctrine,Detection and investigation terms,0.5212,False,False
doctors,Injuries and body parts,0.5898,False,False
doctor_danger,General use,0.0,False,True
doctor,Substances and poisons,0.3438,False,False
ditch,Clothing and personal items,0.4523,False,False
distractions,Physical evidence,0.518,False,False
distinction,Detection and investigation terms,0.5802,False,False
distance_point,General use,0.0,False,True
distance,Physical evidence,0.401,False,False
disposal,Substances and poisons,0.6345,False,False
dismissal,Detection and investigation terms,0.5493,False,False
dislike,Clothing and personal items,0.3679,False,False
disease,Injuries and body parts,0.6459,False,False
discussion,Physical evidence,0.5728,False,False
discs,Physical evidence,0.315,False,False
discretion,Detection and investigation terms,0.4707,False,False
discovery,Injuries and body parts,0.5946,False,False
disc,Physical evidence,0.315,False,False
disappointment_doubt,General use,0.0,False,True
disappearance,Locations and environments,0.6337,False,False
disadvantages,Physical evidence,0.5979,False,False
disadvantage,Physical evidence,0.5979,False,False
dirt,Clothing and personal items,0.4176,False,False
directory,Clothing and personal items,0.4222,False,False
directions,Physical evidence,0.5728,False,False
direction,Weapons and projectiles,0.348,False,False
dinner,Clothing and personal items,0.3078,False,False
diningroom,Substances and poisons,0.156,False,False
difficulty,Injuries and body parts,0.3643,False,False
difficulties,Locations and environments,0.381,False,False
difference,Physical evidence,0.4468,False,False
dictation,Physical evidence,0.3251,False,False
diary,Physical evidence,0.2657,False,False
dexterity,Detection and investigation terms,0.3131,False,False
devil,Clothing and personal items,0.3389,False,False
devices,Detection and investigation terms,0.3868,False,False
development,Physical evidence,0.434,False,False
detectives,Locations and environments,0.6337,False,False
detective,Locations and environments,0.3243,False,False
detection_science,General use,0.0,False,True
details,Physical evidence,0.3147,False,False
detail,Physical evidence,0.5728,False,False
despair,Locations and environments,0.2342,False,False
desk,Detection and investigation terms,0.1376,False,False
desire,Detection and investigation terms,0.4022,False,False
descriptions,Physical evidence,0.5728,False,False
description_face,General use,0.0,False,True
description,Physical evidence,0.5728,False,False
descendant,Locations and environments,0.3034,False,False
depth,Physical evidence,0.531,False,False
departure_effect,General use,0.0,False,True
departure,Crime scene objects,0.6038,False,False
den,Weapons and projectiles,0.0261,False,False
demand,Physical evidence,0.5313,False,False
delight_features,General use,0.0,False,True
delay,Physical evidence,0.4522,False,False
deformity,Injuries and body parts,0.3622,False,False
definition,Physical evidence,0.5728,False,False
defiance,Detection and investigation terms,0.4486,False,False
deference,Detection and investigation terms,0.4486,False,False
deed,Detection and investigation terms,0.2469,False,False
deduction,Physical evidence,0.2659,False,False
decision,Detection and investigation terms,0.5106,False,False
death_sir,General use,0.0,False,True
death_causes,General use,0.0,False,True
death,Locations and environments,0.5392,False,False
dealings,Detection and investigation terms,0.3169,False,False
deal_investigation,General use,0.0,False,True
deal,Detection and investigation terms,0.4054,False,False
days_letter,General use,0.0,False,True
days,Clothing and personal items,0.1759,False,False
day_today,General use,0.0,False,True
day_letters,General use,0.0,False,True
day_letter,General use,0.0,False,True
day_incident,General use,0.0,False,True
day_hand,General use,0.0,False,True
day_face,General use,0.0,False,True
day_chemical,General use,0.0,False,True
day,Detection and investigation terms,0.3977,False,False
daughter,Locations and environments,0.5392,False,False
date,Detection and investigation terms,0.3398,False,False
data_capital_mistake,General use,0.0,False,True
data_capital,General use,0.0,False,True
data,Physical evidence,0.4438,False,False
dartmoor,Substances and poisons,0.1378,False,False
darkness_power,General use,0.0,False,True
darkness,Clothing and personal items,0.3389,False,False
dangers,Physical evidence,0.4974,False,False
danger_time,General use,0.0,False,True
danger_deal,General use,0.0,False,True
danger,Detection and investigation terms,0.415,False,False
dagger,Weapons and projectiles,0.858,True,False
cut,Weapons and projectiles,0.858,False,False
curve,Physical evidence,0.3777,False,False
curtain,Clothing and personal items,0.4263,False,False
curiosity,Physical evidence,0.2443,False,False
curb,Physical evidence,0.5923,False,False
cur,Physical evidence,0.2519,False,False
cup,Clothing and personal items,0.4872,False,False
culprit,Substances and poisons,0.4516,False,False
crystals,Physical evidence,0.4584,False,False
cry,Crime scene objects,0.3385,False,False
crowd,Locations and environments,0.2872,False,False
cross,Weapons and projectiles,0.348,False,False
crop,Clothing and personal items,0.4662,False,False
crony,Detection and investigation terms,0.316,False,False
criminals,Locations and environments,0.5878,False,False
criminal,Detection and investigation terms,0.505,False,False
crimes,Locations and environments,0.3934,False,False
crime_disappearance,General use,0.0,False,True
crime_crime,General use,0.0,False,True
crime_attempt,General use,0.0,False,True
crime,Locations and environments,0.3934,False,False
credit,Detection and investigation terms,0.383,False,False
creature,Physical evidence,0.3546,False,False
cracking,Clothing and personal items,0.3234,False,False
cover,Crime scene objects,0.6618,False,False
courts,Detection and investigation terms,0.5123,False,False
court_appeal,General use,0.0,False,True
court,Detection and investigation terms,0.3958,False,False
course_theory,General use,0.0,False,True
course_reading,General use,0.0,False,True
course_meaning,General use,0.0,False,True
course_information,General use,0.0,False,True
course_importance,General use,0.0,False,True
course_explanation,General use,0.0,False,True
course,Crime scene objects,0.3691,False,False
couple,Physical evidence,0.4912,False,False
county_constabulary,General use,0.0,False,True
county_constable,General use,0.0,False,True
county,Clothing and personal items,0.3628,False,False
country,Detection and investigation terms,0.3542,False,False
countess,Locations and environments,0.3034,False,False
council,Crime scene objects,0.6409,False,False
cotton,Clothing and personal items,0.7726,False,False
cottage,Clothing and personal items,0.2937,False,False
corroboration,Detection and investigation terms,0.5057,False,False
corridor,Locations and environments,0.2452,False,False
coronet,Substances and poisons,0.1485,False,False
coroners_jury,General use,0.0,False,True
coroners_inquiry,General use,0.0,False,True
coroner,Substances and poisons,0.1781,False,False
corner_carpet,General use,0.0,False,True
corner,Weapons and projectiles,0.5023,False,False
cork,Clothing and personal items,0.7726,False,False
cord,Injuries and body parts,0.527,False,False
copying,Physical evidence,0.257,False,False
copy_original,General use,0.0,False,True
copy,Crime scene objects,0.2619,False,False
copper,Physical evidence,0.4584,False,False
copies,Crime scene objects,0.2619,False,False
cooking,Clothing and personal items,0.4395,False,False
cook,Clothing and personal items,0.4633,False,False
convictions,Detection and investigation terms,0.4486,False,False
convict,Detection and investigation terms,0.3594,False,False
converse,Clothing and personal items,0.4681,False,False
conversation,Crime scene objects,0.3127,False,False
conventions,Physical evidence,0.4147,False,False
control,Detection and investigation terms,0.3868,False,False
contrary,Detection and investigation terms,0.5204,False,False
continuation,Detection and investigation terms,0.5212,False,False
contents,Crime scene objects,0.23,False,False
content,Crime scene objects,0.5123,False,False
contempt,Detection and investigation terms,0.4486,False,False
consumption,Physical evidence,0.4877,False,False
consulting,Detection and investigation terms,0.3447,False,False
constitution,Detection and investigation terms,0.5123,False,False
constable,Substances and poisons,0.1781,False,False
consolation,Crime scene objects,0.3933,False,False
considerations,Detection and investigation terms,0.5212,False,False
consideration,Detection and investigation terms,0.5802,False,False
consequences,Physical evidence,0.4974,False,False
consequence,Physical evidence,0.5979,False,False
connection_matter,General use,0.0,False,True
connection_,Physical evidence,0.3177,False,False
connection,Physical evidence,0.3716,False,False
conjecture,Detection and investigation terms,0.369,False,False
confidence,Physical evidence,0.2042,False,False
confederate,Clothing and personal items,0.4581,False,False
conduct,Physical evidence,0.4871,False,False
conditions,Physical evidence,0.5301,False,False
condition,Injuries and body parts,0.6459,False,False
conclusions,Physical evidence,0.5728,False,False
conclusion,Physical evidence,0.5728,False,False
conception,Detection and investigation terms,0.5212,False,False
comrades,Weapons and projectiles,0.4471,False,False
comprehension,Detection and investigation terms,0.3131,False,False
composition,Physical evidence,0.4802,False,False
complication,Injuries and body parts,0.5914,False,False
complexion,Physical evidence,0.3957,False,False
competence,Detection and investigation terms,0.3131,False,False
company,Detection and investigation terms,0.2951,False,False
companions,Locations and environments,0.1704,False,False
companion,Detection and investigation terms,0.3553,False,False
companies,Detection and investigation terms,0.3447,False,False
communications,Detection and investigation terms,0.3868,False,False
command,Injuries and body parts,0.0994,False,False
combinations,Physical evidence,0.4802,False,False
columns,Crime scene objects,0.5123,False,False
column_smoke,General use,0.0,False,True
column_print,General use,0.0,False,True
column_paper,General use,0.0,False,True
column,Crime scene objects,0.5123,False,False
colours,Physical evidence,0.4693,False,False
colour_hair,General use,0.0,False,True
colour_face,General use,0.0,False,True
colour_eyes,General use,0.0,False,True
colour_cheeks,General use,0.0,False,True
colour,Physical evidence,0.4937,False,False
colonel,Clothing and personal items,0.129,False,False
collar,Clothing and personal items,0.4263,False,False
coincidence,Physical evidence,0.5728,False,False
coffin,Clothing and personal items,0.7726,False,False
coffee_brain,General use,0.0,False,True
coffee,Substances and poisons,0.2592,False,False
code,Physical evidence,0.3149,False,False
coaxing,Locations and environments,0.3033,False,False
coats,Physical evidence,0.4146,False,False
coat_air,General use,0.0,False,True
coat,Physical evidence,0.4146,False,False
coachman,Clothing and personal items,0.1861,False,False
cluster,Detection and investigation terms,0.3868,False,False
clue_house,General use,0.0,False,True
clue_course,General use,0.0,False,True
clue,Physical evidence,0.5728,False,False
club,Clothing and personal items,0.2925,False,False
clouds,Substances and poisons,0.2222,False,False
cloud_dust,General use,0.0,False,True
cloud,Physical evidence,0.384,False,False
clothes,Clothing and personal items,0.3473,False,False
cloth_cap,General use,0.0,False,True
cloth,Physical evidence,0.4146,False,False
clock_quarter,General use,0.0,False,True
clock,Physical evidence,0.4522,False,False
cloak,Weapons and projectiles,0.8046,False,False
client_face,General use,0.0,False,True
client,Physical evidence,0.384,False,False
clerk,Crime scene objects,0.1824,False,False
clearcut_face,General use,0.0,False,True
cleanliness,Detection and investigation terms,0.5695,False,False
clay_pipe,General use,0.0,False,True
clay,Physical evidence,0.2363,False,False
claim,Detection and investigation terms,0.5578,False,False
city,Detection and investigation terms,0.4853,False,False
circumstances_man,General use,0.0,False,True
circumstances_death,General use,0.0,False,True
circumstances,Physical evidence,0.5301,False,False
circulation,Physical evidence,0.5548,False,False
circle,Weapons and projectiles,0.5023,False,False
cigarette_fire,General use,0.0,False,True
cigarette,Physical evidence,0.6313,False,False
cigar_cigarette,General use,0.0,False,True
cigar,Clothing and personal items,0.3078,False,False
church,Clothing and personal items,0.3293,False,False
chisel,Weapons and projectiles,0.858,False,False
chin,Injuries and body parts,0.215,False,False
chimney,Physical evidence,0.4146,False,False
chill_fear,General use,0.0,False,True
childrens,Clothing and personal items,0.4581,False,False
children,Injuries and body parts,0.3456,False,False
childhood,Injuries and body parts,0.6459,False,False
child,Detection and investigation terms,0.3906,False,False
chicken,Clothing and personal items,0.4423,False,False
chicago,Clothing and personal items,0.3628,False,False
chestnuts,Clothing and personal items,0.4329,False,False
chest,Injuries and body parts,0.5078,False,False
chemicals,Substances and poisons,0.6345,False,False
chemical_researches,General use,0.0,False,True
chemical_laboratory,General use,0.0,False,True
chemical_analysis,General use,0.0,False,True
chemical,Substances and poisons,0.6345,False,False
cheeks,Injuries and body parts,0.2866,False,False
chart,Physical evidence,0.4838,False,False
charles,Clothing and personal items,0.3978,False,False
charing,Locations and environments,0.0662,False,False
charge,Detection and investigation terms,0.4953,False,False
charcoal,Physical evidence,0.4146,False,False
characteristics,Physical evidence,0.531,False,False
character,Locations and environments,0.3243,False,False
chapter_vii,General use,0.0,False,True
chapter,Crime scene objects,0.3691,False,False
chap,Crime scene objects,0.3226,False,False
channel,Physical evidence,0.4522,False,False
changes,Physical evidence,0.5548,False,False
change_expression,General use,0.0,False,True
change,Physical evidence,0.5313,False,False
chance_fellow,General use,0.0,False,True
chance,Detection and investigation terms,0.3957,False,False
chamber,Weapons and projectiles,0.348,False,False
chalk,Physical evidence,0.4146,False,False
chair,Physical evidence,0.2613,False,False
chain,Detection and investigation terms,0.2951,False,False
chaff,Clothing and personal items,0.7726,False,False
certainty,Detection and investigation terms,0.5212,False,False
ceremony,Detection and investigation terms,0.3484,False,False
centres,Detection and investigation terms,0.3868,False,False
centre,Detection and investigation terms,0.4853,False,False
cells,Injuries and body parts,0.6878,False,False
cellar,Clothing and personal items,0.2215,False,False
cell,Injuries and body parts,0.6966,False,False
ceiling,Weapons and projectiles,0.348,False,False
